created_at,full_text,username,Produk,rate
2023-05-18,"['puji', 'tuhan', '477', 'juta', 'an', 'dicover', 'asuransi', 'allianz', 'nasabah', 'happy', 'bayang', 'ya', 'operasi', 'amandel', 'yang', 'bkn', 'golong', 'sakit', 'kritis', 'habis', 'biaya', 'yang', 'bisa', 'bayang', 'brp', 'biaya', 'rumah', 'sakit', 'kalau', 'kena', 'sakit', 'kritis', 'yuk', 'tunda', 'pnya', 'proteksi']",ubbisss,Allianz,1
2023-05-17,"['pakai', 'allianz', 'kak', 'benefit-nya', 'giur', 'banding', 'polis', 'asuransi', 'tunggu', 'ciprat', 'privilege']",angga_eighties,Allianz,1
2023-05-17,"['allianz', 'life', 'indonesia', 'bayar', 'klaim', 'rp1', 'triliun', '70', '000', 'klaim', 'asuransi', 'jiwa', 'sehat', 'kuartal', 'i', '2023']",Bisniscom,Allianz,1
2023-05-17,"['tiket', 'konser', 'juta', 'bas', 'juta', 'kebel', 'gilir', 'edukasi', 'amp', 'ditawarin', 'asuransi', 'sehat', 'jiwa', 'bilang', 'tidak', 'duit', 'gas', 'poin', 'asuransi', 'allianz', 'bedah', 'polis', 'diladenin', 'biar', 'melek', 'finansial']",taniawijaya,Allianz,1
2023-05-17,"['hai', 'kakkk', 'allianz', 'kalau', 'ngobrol', 'ngobrol', 'asuransi', 'sekali', 'pesan', 'ya', 'kakkk']",insurance101_id,Allianz,2
2023-05-17,"['hallo', 'kakk', 'allianz', 'pesan', 'saja', 'kena', 'asuransi', 'jiwa']",insurance101_id,Allianz,2
2023-05-16,"['asuransi', 'allianz', 'flexi', 'ci', 'tidak', 'potong', 'uang', 'jiwa', 'sakit', 'kritis', 'early', '3', 'golong', '88128dan', '168', 'sakit', 'kritis', 'flexi', 'refill', 'karena', 'reset', 'cancer']",PartofAllianz,Allianz,2
2023-05-15,"['lengkap', 'asuransi', 'sehat', 'asuransi', 'sakit', 'kritis', 'santun', 'tunai', 'ganti', 'hasil', 'orang', 'sakit', 'kritis', 'santun', 'transfer', 'rek', 'uang', 'untuk', 'untuk', 'beli', 'obat', 'untuk', 'beli', 'rumah', 'beli', 'mobil', 'bayar', 'biaya', 'kuliah', 'allianz', 'pesan']",heffheven,Allianz,2
2023-05-15,"['asuransi', 'allianz', 'sih', 'mas', 'premi', 'tidak', 'mahal', 'cover', 'asia', 'kalau', 'mas', 'nya', 'harga', 'manfaat', 'pesan', 'saja', 'mas']",PartofAllianz,Allianz,1
2023-05-15,"['polis', 'jalan', '3', 'premi', '15jt', 'bln', 'puji', 'tuhan', 'dicover', 'allianz', 'full', 'bayar', 'kakak', 'ipar', 'istri', 'lega', 'syukur', 'asuransi', 'terima', 'kasih', 'allianz', 'tunda', 'proteksi', 'yuk']",ubbisss,Allianz,1
2023-05-15,"['az', 'force', 'learning', 'session', 'hallo', 'warga', 'makassar', 'allianz', 'project', 'nih', 'nama', 'az', 'force', 'asuransi', 'jiwa', 'sakit', 'kritis', '500jt', 'income', '25jt']",cuitan_ojan,Allianz,1
2023-05-14,"['2022', 'bayar', 'klaim', 'asuransi', 'allianz', 'syariah', 'capai', 'rp7894', 'miliar']",PBSNIndonesia,Allianz,1
2023-05-14,"['main', 'bola', 'beli', 'asuransi', 'sehat', 'yang', 'full', 'cover', '14', 'milyar', 'polis', 'rawat', 'inap', 'malaysia', '100', 'iur', '12jutaan', 'bln', 'vip', 'room', 'allianz', 'pelit', 'dengan', 'karena', 'yang', 'nama', 'sakit', 'yang', 'tahu', 'pesan']",heffheven,Allianz,2
2023-05-14,"['allianz', 'syariah', 'catat', 'bayar', 'santun', 'asuransi', 'klaim', 'nila', 'rp7894', 'miliar', '2022']",Bisniscom,Allianz,1
2023-05-14,"['2022', 'allianz', 'life', 'catat', 'bayar', 'klaim', 'asuransi', 'nila', 'rp109', 'triliun']",Bisniscom,Allianz,1
2023-05-13,"['allianz', 'gile', 'bener2', 'tidak', 'salah', 'ambil', 'putus', 'say', 'bybye', 'asuransi', 'yang', 'allianz', 'thank', 'god']",taniawijaya,Allianz,1
2023-05-13,"['once', 'again', 'asuransi', 'tabung', 'no', 'asuransi', 'proteksi', 'kamu', 'biaya', 'rumah', 'sakit', 'pribadi', 'asset', 'seperti', 'yang', 'kamu', 'bukti', 'cinta', 'peduli', 'anggota', 'keluarga', 'waris', 'tinggal', 'allianz', 'no', 'debat', 'karena', 'agen', 'asuransi', 'swasta', 'nama', 'saja', 'nyaranin', 'rekan', 'saya', 'pindah', 'allianz']",taniawijaya,Allianz,1
2023-05-13,"['maksud', 'tidak', 'ba', 'saing', 'kanker', 'kamu', 'masih', 'bisa', 'usaha', 'bayar', 'biaya', 'yang', 'gedubrak', '100', 'juta', '1', 'milyar', 'saya', 'harap', 'kamu', 'paham', 'fungsi', 'asuransi', 'sehat', 'amp', 'kenapa', 'saya', 'saran', 'allianz', 'kenapa', 'agen', 'ya']",taniawijaya,Allianz,1
2023-05-13,"['tolak', 'asuransi', 'sehat', 'kelar', 'silah', 'andal', 'bpjs', 'aktif', 'ya', 'bpjs', 'bagus', 'mengcover', 'lahir', 'rawat', 'jalan', 'yang', 'ringan2', 'etc', 'tapi', 'lemah', 'juga', 'asuransi', 'sehat', 'allianz', 'saya', 'percaya', 'bykan', 'bagus', 'yaaa', 'scr', 'nama', 'amp', 'perushaan', 'jls']",taniawijaya,Allianz,1
2023-05-13,"['bedah', 'polis', 'yang', 'sudah', 'polis', 'dari', 'asuransi', 'sehat', 'bkn', 'allianz', 'tanya2', 'detil', 'produk', 'kisar', 'biaya', 'brp', 'mending', 'lgsng', 'cus', 'oh', 'anak', 'juga', 'sudah', 'loh', 'jangan', 'anak', 'tidak', 'butuh', 'yaaa']",taniawijaya,Allianz,1
2023-05-13,"['please', 'yang', 'mmg', 'dana', 'yang', 'sisih', 'mending', 'buru', 'konsultasi', 'tanya2', 'buru', 'ambil', 'asuransi', 'sehat', 'allianz', 'why', 'karena', 'kalu', 'tuh', 'mahal', 'amp', 'resiko', 'tolak', 'lagi', 'yang', 'sudah', 'riwayat', 'ya']",taniawijaya,Allianz,2
2023-05-13,"['tindak', 'yang', 'maksud', 'tuh', 'amit2', 'ya', 'kena', 'kasus2', 'parah', 'jadi', 'langsung', 'laku', 'tindak', 'cepat', 'karena', 'tanggung', 'asuransi', 'sehat', 'allianz', 'saya', 'sharing', 'lagi', 'hasut', 'efek', 'dari', 'kekepoan', 'saya', 'uang', 'asuransi', 'sehat']",taniawijaya,Allianz,1
2023-05-13,"['bayang', 'agen', 'usaha', 'masuk', 'nyuruh', 'pindah', 'saja', 'allianz', 'asli', 'saya', 'tidak', 'nyesal', 'tutup', 'polis', 'buka', 'polis', 'asuransi', 'sehat', 'allianz', 'karena', 'rekan', 'saya', 'usaha', 'b', 'allianz']",taniawijaya,Allianz,2
2023-05-13,"['beda', 'polis', 'wkt', 'menjlskan', 'produk', 'allianz', 'tapi', 'tolak', 'nih', 'sama', 'rekan', 'saya', 'tapi', 'untung', 'rekan', 'saya', 'ksh', 'no', 'hp', 'financial', 'advisor', 'ketemu', 'tuh', 'agen', 'allianz', 'orang', 'percaya', 'rekan', 'saya', 'reminder', 'doi', 'juga', 'agen', 'asuransi', 'swasta', 'tapi', 'usaha', 'ya']",taniawijaya,Allianz,2
2023-05-13,"['thn', 'salah', 'kerabat', 'tuh', 'agen', 'asuransi', 'allianz', 'agen', 'sudah', 'asuransi', 'tapi', 'pas', 'tidak', 'sengaja', 'main', 'rumah', 'agen', 'allianz', 'liat', 'lembar', 'asuransi', 'dari', 'usaha']",taniawijaya,Allianz,1
2023-05-13,"['kenap', 'sangat', 'percaya', 'karena', 'uang', 'pegang', 'urus', 'financial', 'advisor', 'sudah', 'semi', 'sekretaris', 'sekali', 'deh', 'daftar', 'buah', 'asuransi', 'sehat', 'tidak', 'tahu', 'asuransi', 'sehat', 'allianz', 'yaa', 'tidak', 'peduli', 'yaudah', 'tidak', 'apa', 'apa']",taniawijaya,Allianz,1
2023-05-13,"['ketemu', 'rekan', 'ngobrol', 'tiba2', 'nyerempet', 'asuransi', 'sehat', 'swasta', 'ps', 'financial', 'advisor', 'pribadi', 'amp', 'orang', 'agent', 'asuransi', 'allianz', 'rekan', 'percaya', 'sekali', 'sama', 'si', 'financial', 'advisor', 'sangat', 'percaya']",taniawijaya,Allianz,2
2023-05-13,"['beneran', 'informasi', 'perihal', 'asuransi', 'sehat', 'pribadi', 'swasta', 'asli', 'beneran', 'asa', 'untung', 'sekali', 'sudah', 'ambil', 'putus', 'tutup', 'polis', 'buka', 'polis', 'allianz', 'agent', 'thanks', 'yang', 'super', 'detil']",taniawijaya,Allianz,3
2023-05-13,"['semangat', 'mas', 'bro', 'gabung', 'agen', 'asuransi', 'allianz', 'hasil', 'batas', 'berkah', 'untuk', 'orang', 'milik', 'sepenuh', 'karena', 'utama', 'uang']",heffheven,Allianz,1
2023-05-13,"['daftar', 'asuransi', 'jiwa', 'sehat', 'allianz', 'ya', 'selagi', 'muda', 'amp', 'sehat', 'pesan', 'saja']",heffheven,Allianz,1
2023-05-13,"['hola', 'kak', 'rekomendasi', 'allianz', 'asuransi', 'kakak', 'nih']",AgenAsuransimu,Allianz,1
2023-05-12,"['hallo', 'kak', 'kenal', 'alfredo', 'agen', 'fulltime', 'allianz', 'saran', 'allianz', 'asuransi', 'kakak', 'nih']",AgenAsuransimu,Allianz,2
2023-05-12,"['allianz', 'life', 'indonesia', 'amp', 'allianz', 'utama', 'indonesia', 'raih', 'harga', 'indonesia', 'digital', 'innovation', 'awards', '2023', 'warta', 'ekonomi', 'harga', 'bukti', 'allianz', 'hasil', 'kuat', 'inovasi', 'digital', 'dampak', 'positif', 'produk', 'asuransi']",AllianzID,Allianz,1
2023-05-12,"['yang', 'nih', 'buat', 'orang', 'males', 'kesel', 'ditelponin', 'sales', 'asuransi', 'allianz', 'tolak', 'bayar', 'klaim', 'via']",jonespgultom,Allianz,1
2023-05-12,"['sayaaaa', 'pakai', 'allianz', 'hijrah', 'dari', 'asuransi', 'allianz', 'karena', 'melek', 'produk', 'san', 'add', 'on', 'nya', 'sudah', 'begitu', 'edukasi', 'juga', 'agentnya', 'seblm', 'hijrah', 'juga', 'bantu', 'bedah', 'polis', 'juga', 'kupas', 'tuntas', 'deh', 'kak', 'agentku']",taniawijaya,Allianz,1
2023-05-12,"['hallo', 'kak', 'agent', 'allianz', 'lisensi', 'bantu', 'bantu', 'ilustrasi', 'premi', 'bedah', 'polis', 'kait', 'asuransi', 'izin', 'pesan', 'ya']",PartofAllianz,Allianz,1
2023-05-12,"['so', 'far', 'asuransi', 'jiwa', 'saran', 'allianz', 'karena', 'yang', 'asuransi', 'jiwa', 'dasar', 'yang', 'cover', '99', 'yang', 'term', 'life', '85', 'murah', 'detail', 'ilustrasi', 'tnc', 'pesan', 'saja', 'kak', 'biar', 'bantu']",PartofAllianz,Allianz,1
2023-05-12,"['program', 'pakai', 'bpjs', 'bagus', 'kak', 'sayang', 'sekali', 'mengcover', 'uang', 'jiwa', 'sakit', 'kritis', 'arti', 'sulit', 'kerja', 'income', 'tidak', 'asuransi', 'allianz', 'limit', '10m', '14m', '20m', 'refill', 'pesan', 'kak']",PartofAllianz,Allianz,1
2023-05-12,"['halo', 'kak', 'salam', 'kenal', 'kakak', 'tarik', 'asuransi', 'allianz', 'pesan', 'saja', 'kak', 'ilustrasi', 'produk', 'pasal', 'yang', 'tulis', 'polis']",PartofAllianz,Allianz,2
2023-05-12,"['cari', 'asuransi', 'kantor', 'allianz', 'liat', 'brosur', 'langsung', 'klik', 'link', 'konsul', 'juga']",ubbisss,Allianz,1
2023-05-11,"['emang', 'agen', 'ayo', 'yang', 'mau', 'asuransi', 'allianz', 'layan']",sukamakansapi,Allianz,2
2023-05-11,"['halo', 'kak', 'salam', 'kenal', 'ya', 'krisna', 'agen', 'asuransi', 'allianz', 'surabaya', 'kenan', 'untuk', 'bantu', 'kena', 'butuh', 'asuransi', 'bantu', 'kak']",DeaChandra10,Allianz,2
2023-05-11,"['hi', 'kak', 'kenalin', 'bene', 'dari', 'allianz', 'allianz', 'sekali', 'timbang', 'kalau', 'kakak', 'lagi', 'cari', 'asuransi', 'pesan', 'ya', 'untuk', 'tanya2', 'thank', 'kamu']",benedictcg02,Allianz,1
2023-05-10,"['proteksi', 'lengkap', 'kak', 'protection', 'income', 'asuransi', 'jiwa', 'lindung', 'untuk', 'proteksi', 'sakit', 'saran', 'coba', 'sama', 'allianz', 'saja', 'kak', 'monggo', 'bantu', 'yaaa', 'business', 'partner', 'allianz', 'life', 'indonesia']",MuhammadRuriG,Allianz,1
2023-05-10,"['harga', 'achmad', 'ke', 'permana', 'managing', 'director', 'sharia', 'allianz', 'life', 'indonesia', 'allianz', 'indonesia', 'upaya', 'konsisten', 'tawar', 'produk', 'asuransi', 'inovatif']",AllianzID,Allianz,1
2023-05-10,"['harga', 'bukti', 'allianz', 'hasil', 'terap', 'strategi', 'tingkat', 'sadar', 'masyarakat', 'hadap', 'asuransi', 'syariah', 'giat', 'kolaboratif', 'kampanye', 'yang', 'aktif', 'laku', 'literasi', 'uang', 'amp', 'asuransi', 'syariah']",AllianzID,Allianz,1
2023-05-10,"['allianz', 'life', 'indonesia', 'raih', 'harga', 'indonesia', 'best', 'sharia', 'finance', '2023', 'with', 'outstanding', 'contribution', 'to', 'increase', 'community', 'awareness', 'of', 'sharia', 'insurance', 'through', 'innovative', 'product', 'and', 'company', 'programs', 'kategori', 'unit', 'usaha', 'syariah', 'asuransi', 'jiwa']",AllianzID,Allianz,3
2023-05-10,"['allianz', 'syariah', 'sudah', 'bandingin', 'sama', 'asuransi', 'allianz', 'manfaat', 'bagus', 'harga', 'kenal', 'claimnya', 'beres', 'company', 'profile', 'tidak', 'diraguin', '-', 'limit', 'th', '10m', 'cover', '100', 'indo', '60', 'asia', '-', 'premi', 'flat', '99th', 'anti', 'inflasi']",nataliaaratna,Allianz,1
2023-05-10,"['mimpi', 'nanya2', 'asuransi', 'agent', 'allianz', 'eh', 'agent', 'nya', 'musti', 'ngomong', 'pkek', 'konsul', 'nya', 'kamar', 'saya', 'sik']",mostbeautipul,Allianz,3
2023-05-09,"['allianz', 'laku', 'spin-off', 'inisiasi', 'lho', 'webinar', 'asuransi', 'syariah', '2023', 'media', 'asuransi', 'tema', 'spin-off', 'paksa']",AllianzID,Allianz,1
2023-05-09,"['allianz', 'kalau', 'pas', 'kasir', 'rumah', 'sakit', 'urus', 'sat', 'set', 'sat', 'set', 'tidak', 'tunggu', 'sdm', 'nya', 'ketimbang', 'top', 'asuransi', 'yang']",cloudyduh,Allianz,1
2023-05-09,"['oyi', 'ndk', 'yang', 'tarik', 'proteksi', 'asuransi', 'allianz', 'nambah', 'cuan', 'kah']",ngalammenfess,Allianz,2
2023-05-09,"['baydeway', 'yang', 'bandung', 'butuh', 'info', 'asuransi', 'utama', 'allianz', 'sekali', 'yuk', 'ketemu', 'ngobrol', 'bareng', 'ngopi']",nanonimiaaa,Allianz,2
2023-05-09,"['iya', 'kemarin', 'nanya2', 'agent', 'pru', 'syariah', 'yang', 'ngecover', 'sampai', 'jp', 'batas', 'rawat', 'jalan', 'redundant', 'asuransi', 'jp', 'sudah', 'bagus', 'emang', 'coveragenya', 'saja', 'tidak', 'sampai', 'indo', 'nyata', 'allianz', 'mirip2', 'saja', 'ya']",adith_wp,Allianz,1
2023-05-09,"['iya', 'premi', 'rawat', 'jalan', 'besar', '3jutaan', 'asuransi', 'rawat', 'inap', 'cover', 'dunia', 'rawat', 'jalan', 'laku', 'rumah', 'sakit', 'indonesia', 'allianz', 'yang', 'cover', 'rawat', 'inap', 'rumah', 'sakit', 'jepang', 'premi', '3jutaan', 'rawat', 'jalan', 'pure', 'tidak']",heffheven,Allianz,1
2023-05-09,"['syukur', 'allianz', 'bayar', 'biaya', 'rumah', 'sakit', 'nasabah', 'ke-2', 'kali', 'dengan', 'detail', 'sbb', 'rumah', 'sakit', 'pondok', 'indah', 'rawat', 'inap', '6', 'diagnosa', 'usus', 'buntu', 'akut', 'total', 'rp', '130423426', 'asuransi', 'nama', 'sakit', 'ttp', 'gaenak', 'sakit', 'gapunya', 'asuransi']",ubbisss,Allianz,1
2023-05-09,"['asuransi', 'swasta', 'pribadi', 'seperti', 'sih', 'yang', 'kecuali', 'asuransi', 'swasta', 'grup', 'usaha', 'begitu', 'kak', 'yang', 'cover', 'tidak', '100', 'cover', 'allianz', '80']",DeaChandra10,Allianz,1
2023-05-09,"['emang', 'keren', 'sudah', 'melek', 'asuransi', 'butuh', 'diskusi', 'produk', 'asuransi', 'pribadi', 'allianz', 'contact', 'me', 'wa', '62812', '8541', '5826', 'jakarta', 'ketemu', 'offline', 'saja', 'yuk']",Stefanuswibawa,Allianz,1
2023-05-08,"['biaya', 'asuransi', 'usaha', '30', '-', '70', 'kalau', 'liat', 'asuransi', 'jangan', 'liat', 'premi', 'saja', 'pantau', 'juga', 'biaya', 'asuransi', 'yang', 'bayar', 'btw', 'info', 'allianz', 'biaya', 'asuransi']",W4nzzz,Allianz,1
2023-05-08,"['seperti', 'next', 'step', 'cari', 'agent', 'yang', 'ok', 'trusted', 'jelasin', 'asuransi', 'either', 'manulife', 'allianz', 'compare', 'yang', 'premi', '500-800', 'ribu']",adambrotowijono,Allianz,2
2023-05-08,"['quick', 'summary', 'reply', '-', 'asuransi', 'pegang', 'agent', 'yang', 'bantu', 'claim', '-', 'premi', 'range', '500-800', 'sudah', 'bagus', '-', 'top', 'mention', 'manulife', 'allianz']",adambrotowijono,Allianz,1
2023-05-08,"['asuransi', 'lahir', 'premi', 'kak', '3jutaan', 'nabung', 'saja', 'untuk', 'lahir', 'pas', 'daftar', 'hamil', 'ya', 'agen', 'allianz', 'pesan', 'saja', 'kalau', 'sudah', 'hamil', 'tidak', 'cover', 'kak', 'rawat', 'inap', 'saja', 'kak', 'iur', '700k', 'rawat', 'jalan', '90', 'rawat', 'inap', 'cover']",heffheven,Allianz,1
2023-05-08,"['pesan', 'saja', 'ya', 'kak', 'allianz', 'unitlink', 'untuk', 'backup', 'premi', 'asuransi', 'kak', 'karena', 'biaya', 'asuransi', 'premi', 'flat', 'kalau', 'tidak', 'unitlink', 'rawan', 'tidak', 'aktif', 'iur', 'kena', 'inflasi']",heffheven,Allianz,1
2023-05-08,"['alas', 'agen', 'asuransi', 'yang', 'jual', 'produk', 'tradisional', 'nasabah', 'maklum', 'biaya', 'wajar', 'premi', 'pakai', 'unitlink', 'nya', 'allianz', 'flat', 'umur', 'hidup', '800rb', 'vip', 'indo', 'asia']",raindr0pppp,Allianz,1
2023-05-08,"['yang', 'kerja', 'instansi', 'sehat', 'mayoritas', 'pasien', 'pakai', 'asuransi', 'tahu', 'peng', 'acc', 'an', 'tindak', 'prefer', 'pruden', 'allianz', 'yang', 'benefit', 'nya', 'lebih', 'ok', 'asuransi2']",rnputriii,Allianz,2
2023-05-08,"['agen', 'asuransi', 'allianz', 'kak', 'pesan', 'ya', 'kak', 'full', 'cover', '10', 'm', 'polis', 'biaya', 'damping', 'kunjung', 'dokter', 'batas', 'rawat', 'inap', '365', 'iur', '700k', 'kelas', '1']",heffheven,Allianz,1
2023-05-08,"['asuransi', 'sehat', 'allianz', 'rekomended', 'khusus', 'rawat', 'jalan', 'iur', 'besar', 'sekali', 'yang', 'rawat', 'inap', 'saja', 'kak', 'rawat', 'jalan', 'cover', '90', 'rawat', 'inap', '60', 'rawat', 'inap', 'iur', '700k', 'kelas', '1', 'pesan', 'kak']",heffheven,Allianz,1
2023-05-08,"['halo', 'kak', 'salam', 'kenal', 'ya', 'krisna', 'agen', 'asuransi', 'allianz', 'kenan', 'untuk', 'bantu', 'ya', 'kak', 'pesan']",DeaChandra10,Allianz,2
2023-05-08,"['allianz', 'posisi', 'nomor', '1', 'usaha', 'asuransi', 'dunia', 'loh', 'interbrand', 'harga', 'allianz', 'pribadi', 'ragu', 'pakai', 'produk', 'asuransi', 'allianz', 'jalan', 'bisnis']",rrockysuhendar,Allianz,1
2023-05-08,"['asuransi', 'kantor', 'yang', 'sudah', 'lihat', 'limit', 'pakai', 'umur', 'hidup', 'pakai', 'untuk', 'sakit', 'sedang-berat', 'kartu', 'sakti', 'allianz', 'limit', 'sangat', 'amp', 'mengcover', '99', 'umur', 'hidup']",rrockysuhendar,Allianz,1
2023-05-08,"['hallo', 'selamat', 'pagi', 'siang', 'malam', 'kak', 'adam', 'kenalin', 'rocky', 'insurance', 'consultant', 'bareng', 'allianz', 'insurance', 'consultant', 'pribadi', 'pakai', 'produk', 'allianz', 'sudah', 'jalanin', 'bisnis', 'asuransi', '2']",rrockysuhendar,Allianz,1
2023-05-08,"['kakak', 'saya', 'pakai', 'allianz', 'pas', 'anak', 'rawat', 'tidak', 'klaim', 'tidak', 'kakak', 'saya', 'rawat', 'eh', 'tidak', 'di', 'klaim', 'tidak', 'tahu', 'deh', 'alesannya', 'knpa', 'drsitulah', 'mles', 'asuransi', 'yang', 'dari', 'agen2', 'gtu', 'suka', 'nipu']",serbiiiiii,Allianz,1
2023-05-08,"['pakai', 'allianz', 'syariah', 'pas', 'dijelasin', 'produk', 'langsung', 'jatuh', 'cinta', 'komplit', 'limit', '10m', 'manfaat', 'sakit', 'kritis', 'asuransi', 'jiwa']",EnieCitra,Allianz,1
2023-05-08,"['halo', 'temen2', 'barangkali', 'kena', 'asuransi', 'sehat', 'allianz', 'hscp', 'plus', 'pesan', 'ya']",DeaChandra10,Allianz,1
2023-05-08,"['anak', 'istri', 'pakai', 'prudential', 'black', 'card', 'anak', '795rb', 'bini', '11', 'juta', 'full', 'sehat', 'unitlink', 'pakai', 'allianz', 'karena', 'nyambung', 'asuransi', 'profesi']",DocKVDV,Allianz,2
2023-05-08,"['hallo', 'kak', 'rekomendasi', 'nih', 'allianz', 'nasabah', 'beliau', 'beliin', 'asuransi', 'anak', 'nya', 'balita', '1', 'usia', 'kena', 'demam', 'diare', 'bayar', 'full', 'sesuai', 'tagih', 'allianz', 'fyi', 'polis', 'usia', '3']",AgenAsuransimu,Allianz,1
2023-05-08,"['allianz', 'bro', 'bukti', 'klaim', 'gampang', 'premi', 'kompetitit', 'agen', 'ganteng', 'gua', 'yuk', 'yang', 'mau', 'asuransi']",sukamakansapi,Allianz,1
2023-05-08,"['hai', 'kak', 'diskusi', 'ttg', 'asuransi', 'ak', 'pakai', 'allianz', 'pesan', 'kak', 'kujelasin']",liliololli,Allianz,2
2023-05-08,"['asuransi', 'allianz', 'mahal', 'tidak', 'ngotak', 'sih', 'pas', 'sakit', 'serba', 'mewah', 'kamar', 'kelas', 'vip', 'dokter', 'standby', 'fasilitas', 'yang', 'cakep', 'deh']",ItsMeHexa,Allianz,1
2023-05-08,"['dewasa', 'istri', 'anak', 'mikirin', 'asuransi', 'saya', 'nyari', 'sih', 'allianz', 'prudential', 'tarik', 'atur', 'uang', 'bayar', 'premi', 'utas', 'tarik']",AnggaPutraF,Allianz,2
2023-05-08,"['hallo', 'kak', 'pesan', 'butuh', 'konsultasi', 'putar', 'asuransi', 'syariah', 'allianz', 'ya']",AgenAsuransimu,Allianz,1
2023-05-08,"['gantung', 'allianz-nya', 'seperti', 'saya', 'pakai', 'smartmed', 'premier', 'sakit', 'preexisting', 'dicover', 'tunggu', 'smartmed', 'premier', 'asuransi', 'allianz', 'cover', 'preexisting', 'non', 'unitlink', 'btw']",alandakariza,Allianz,1
2023-05-08,"['allianz', 'nyari', 'asuransi', 'agen', 'yang', 'gercep', 'coveragenya', 'nyata', 'sesuai', 'butuh']",AgustinCahyani,Allianz,2
2023-05-08,"['asuransi', 'pribadi', 'pru', 'syariah', 'tidak', 'euy', 'emang', 'sudah', 'rencana', 'call', 'agent', 'allianz', 'sih', 'deh', 'kondisi', 'butuh', 'asuransi', 'pribadi', 'asuransi', 'kantor', 'nge-cover', 'pas', 'jepang', 'saja']",adith_wp,Allianz,2
2023-05-08,"['rawat', 'jalan', 'pakai', 'allianz', 'asuransi', 'bisa', 'ya', 'rawat', 'jalan', 'plus', 'gigi', 'tapi', 'mahal', 'tidak', 'direkomendasiin', 'kalau', 'rawat', 'jalan', 'pakai', 'bpjs', 'saja', 'allianz', 'yes', 'muas', 'buku', 'premi', 'bisa', 'cover', 'lasik', 'kalau', 'uda', 'minus', 'gt', '5']",niainbkk,Allianz,1
2023-05-08,"['hallo', 'bro', 'kenal', 'alfredo', 'agen', 'fulltime', 'allianz', 'rekomendasi', 'allianz', 'asuransi', 'sehat', 'kakak', 'nih', 'feel', 'free', 'ketuk', 'pesan', 'via', 'wa', 'dibio', 'ya']",AgenAsuransimu,Allianz,1
2023-05-08,"['saya', 'pakai', 'pru', 'sama', 'allianz', 'dam', 'so', 'far', 'so', 'good', 'sih', 'seperti', 'harga', 'polis', '11-12', 'beti', 'beti', 'asuransi', 'cari', 'yang', 'emang', 'kamu', 'nyaman', 'accountnya', 'saja']",bnasima,Allianz,1
2023-09-18,"['hai', 'sobat', 'bri', 'bank', 'bri', 'kerja', 'asuransi', 'cigna', 'chubb', 'sequislife', 'brilife', 'sobat', 'bri', 'hubung', 'salah', 'asuransi', 'ya', 'mohon', 'informasi', 'nomor', 'ponsel', 'hubung', 'pesan', '1']",BANKBRI_ID,Cigna,2
2023-09-01,"['hai', 'sobat', 'bri', 'maksud', 'daftar', 'asuransi', 'cigna', 'chubb', 'life', 'sila', 'hubung', 'call', 'center', 'nomor', '1500', '257', 'aju', 'tutup', 'asuransi', 'informasi', 'produk', 'bri', 'sila', 'akses', '1']",BANKBRI_ID,Cigna,1
2023-08-24,"['aju', 'henti', 'asuransi', 'cigna', 'prosedur']",OvernOver2018,Cigna,2
2023-08-18,"['hallo', 'cs', 'nonaktif', 'asuransi', 'bantu', 'tidak', 'ya', 'email', 'verifikasi']",dewanthoro,Cigna,2
2023-08-17,"['sudah', 'pilih', '2', 'asuransi', 'cigna', 'terus', '3', 'keluh', 'langgan']",duskhntr_,Cigna,2
2023-08-15,"['informasi', 'lengkap', 'kait', 'asuransi', 'cigna', 'chubb', 'life', 'sila', 'hubung', 'call', 'center', 'asuransi', 'chubb', 'life', 'indonesia', 'nomor', '14087', 'informasi', 'lengkap', 'kait', 'produk', 'bank', 'bri', 'sila', 'akses', 'link', '2']",BANKBRI_ID,Cigna,1
2023-08-15,"['hai', 'sobat', 'bri', 'mohon', 'maaf', 'ketidaknyamanan', 'alami', 'informasi', 'program', 'telepro', 'sehat', 'optima', 'rupa', 'salah', 'program', 'asuransi', 'kerja', 'bri', 'asuransi', 'cigna', 'chubb', 'life', 'asuransi', 'sifat', 'tawar', '1']",BANKBRI_ID,Cigna,2
2023-08-14,"['asuransi', 'cigna', 'bank', 'dbs', 'dll', 'skrg', 'nambah', 'lagi', 'bpr', 'ngapa', 'sihhh', 'pada', 'demen', 'nelponin', 'saya']",tinkerbweel,Cigna,2
2023-08-13,"['ngalamin', 'sekali', 'nder', 'cek', 'di', 'getcontact', 'trnyta', 'nomer', 'asuransi', 'cigna', 'sales2', 'bank', 'nawarin', 'cc', 'sama', 'pinjam', 'sudah', 'blokir', 'ttp', 'nelpon', 'pk', 'no', 'yang', 'beda']",tinkerbweel,Cigna,2
2023-08-11,"['hai', 'sobat', 'bri', 'nomor', 'rupa', 'nomor', 'resmi', 'asuransi', 'cigna', 'chubb', 'kerja', 'bank', 'bri', 'kait', 'tawar', 'asuransi', 'informasi', 'lengkap', 'sila', 'konfirmasi', 'asuransi', 'cigna', 'chubb', 'nomor', '1-500-257', '1']",kontakBRI,Cigna,2
2023-08-09,"['kena', 'produk', 'chubb', 'gimana', 'klaim', 'asuransi', 'sehat', 'cigna']",FransZone,Cigna,2
