created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Sep 06 08:01:41 +0000 2023;1699332024061010187;"@PlayerMussan BPJS lah minimal, meski pelayanannya kadang buruk.  Tapi ga pernah tbtb ga bisa ngeklaim.   Sambil mempelajari asuransi swasta lain sesuai kebutuhan.";0;0;0;0;in;1590845630037229569;1699032553737638155;txtfromkeuangan;https://twitter.com/txtfromkeuangan/status/1699332024061010187
Wed Sep 06 07:15:15 +0000 2023;1699320341158613016;"Emang bener, asuransi kesehatan ga harus swasta skrg. Acungi jempol buat pelayanan terbaik dr @BPJSKesehatanRI , sudah membantu byk kami, karyawan yg di-PHK prusahaan yg enggan release surat phk Sampai statfnya hapal konsumen awam seperti sy. Many thanks https://t.co/Eh7jRKfGiK";0;1;0;2;in;2303891564;1699320341158613016;EndartriasIndra;https://twitter.com/EndartriasIndra/status/1699320341158613016
Wed Sep 06 06:30:37 +0000 2023;1699309107654873179;"Sebenernya BPJS cukup ga sih ? atau perlu asuransi swasta ? terutama buat anak sih, karena pengen lebih aja buat anak";0;3;0;1;in;532173954;1699309107654873179;mhd_ilhams;https://twitter.com/mhd_ilhams/status/1699309107654873179
Wed Sep 06 06:21:47 +0000 2023;1699306884354978057;"@spongrasaubi IMS mmg ga dicover sama asuransi negeri maupun swasta, jd susah kalo cari yg gratis.";0;1;0;0;in;2985672896;1699302569728975237;vascularchubby;https://twitter.com/vascularchubby/status/1699306884354978057
Wed Sep 06 02:53:37 +0000 2023;1699254495618932954;"@worksfess work smart, disini alhamdulillah, dah punya rumah lunas, sebelumnya kredit, kesehatan asuransi di cover @GardaOto asuransi astra, + dilindungi @BPJSKesehatanRI , klo kerja d swasta memang harus siap kejar target, klo g siap not recomended, mending PNS better";0;0;0;0;in;79479864;1698997678452129944;wachyumkiji;https://twitter.com/wachyumkiji/status/1699254495618932954
Tue Sep 05 11:33:54 +0000 2023;1699023042427691447;"@worksfess Ada 3 hal sih ka,   1. Benefit, salary, equipment, asuransi swasta, uang perkembangan karir, jenjang karir dsb.   2. Apa yang kamu kerjakan, kamu suka apa enggak, bagus buat karir kamu kedepan apa engga.   3. People, logical and reasonable bos, temen kantor yang gak julid.";0;0;3;34;in;544110380;1698995972519682214;hiyogaaditama;https://twitter.com/hiyogaaditama/status/1699023042427691447
Tue Sep 05 06:14:18 +0000 2023;1698942612114383127;"@arievrahman Dulu lahiran anak operasi. Cukup pergi ke faskes, trus besokannya langsung tindakan 👌🏻 cuma ya itu, RS nya ga sebagus kl di asuransi swasta yah. Tp bisa upgrade kelas kamar dan obat. Total keluar biaya cuma 5.000.000 Udh dpt gratis vaksin pertama anak.";0;0;0;0;in;156650833;1698613916098777200;tinee3;https://twitter.com/tinee3/status/1698942612114383127
Tue Sep 05 05:22:37 +0000 2023;1698929605049295310;"@stanmenfess minimal BPJS itu harus, kalau asuransi swasta ya tergantung, soalnya pada mahal2 ora umum sekarang, kalau kira2 pasti kepake dan harga masih mashok ya gas";0;0;0;1;in;78276703;1698902737004716369;dmwsdq;https://twitter.com/dmwsdq/status/1698929605049295310
Tue Sep 05 04:50:05 +0000 2023;1698921420435439908;"@arievrahman BPJS ini asuransi ga masuk akal. Lahiran juga di-cover sama mereka dimana kalau asuransi swasta ga ada yg mau cover. Kemarin istri lahiran ga bayar, cuma ada nambah selisih pelayanan aja karena upgrade kamar.";0;0;0;0;in;89699871;1698613916098777200;rizkres;https://twitter.com/rizkres/status/1698921420435439908
Tue Sep 05 04:42:03 +0000 2023;1698919397782654976;"@stanmenfess Perlu bgt. Bagi yg thp nya masih dibawah minimal BPJS. Tpi ya BPJS gabisa cover semua juga, dan harus siap dengan pelayanan yg super lemot dan obat generic. Kalau mau asuransi swasta disaranin alokasi budget max 8-10% dari income dan harus bener" paham apa yg dibeli.";0;0;0;2;in;1698904092792516608;1698902737004716369;cumanorgbiasaah;https://twitter.com/cumanorgbiasaah/status/1698919397782654976
Tue Sep 05 03:28:49 +0000 2023;1698900968807817469;"Jujur asuransi swasta lebih ribet dari bpjs ya";0;0;0;0;in;1153235378419068929;1698900968807817469;ssts972710;https://twitter.com/ssts972710/status/1698900968807817469
Tue Sep 05 02:41:16 +0000 2023;1698888999824425061;"@Pebblopfrost @LoveM3ld @mediocrickey nah, ini ada 2 hal kak 1. asuransi swasta yang ditanggung kantor = untuk coveragenya biasa ga powerful, bisa ditanyain sma HRD nya untuk polisnya 2. asuransi swasta yang tanggung sendiri, ini yang dimaksud mas Parno, yang nanggung semua jenis biaya. tapi balik lagi ke polisnya.";0;0;0;0;in;1268524982600007680;1698585757395689607;Dengancandatawa;https://twitter.com/Dengancandatawa/status/1698888999824425061
Mon Sep 04 23:57:24 +0000 2023;1698847761293295989;"@Pebblopfrost @Dengancandatawa @mediocrickey kalau asuransi kesehatan swasta yg pribadi, skrg rata2 udah cover semuanya, termasuk penyakit kritis kyk kanker, jantung.  udah gak liat ini penyakit A, penyakit B. selama masuk RS, dicover.  asal pas masuknya sehat yah.";0;0;0;0;in;1518767318;1698585757395689607;LoveM3ld;https://twitter.com/LoveM3ld/status/1698847761293295989
Mon Sep 04 16:50:18 +0000 2023;1698740278063178062;"@arievrahman @Wildayanti_icha Dulu almh mami aku jg pake asuransi swasta di rs mitra bekasi dr jam 1 udh boleh plg tp ketahan sampe jam 8 malam perkara asuransi 🙃, plus kalau ada obat jg nunggu aduransinya acc dulu yg pd akhirnya kita bayar umum aja krn greget kalau obat nunggu acc asuransi + perusahaan 😭";0;0;0;0;in;380210249;1697996262602379297;Desinisfuandi;https://twitter.com/Desinisfuandi/status/1698740278063178062
Mon Sep 04 14:50:41 +0000 2023;1698710175908286518;"@sintiassandy @achiAqilaRaja @ridwanhr Kesabaranku Alhamdulilah malah habis di asuransi swasta malah";0;0;0;0;in;258110038;1698360917954851007;pelukan_senja01;https://twitter.com/pelukan_senja01/status/1698710175908286518
Mon Sep 04 14:27:56 +0000 2023;1698704452721778971;"@ridwanhr Jadi kawatir sama asuransi pemerintah, berkaca dari Jiwasraya, Bumiputra, Asabri. Mending swasta kali ya yang pengelolaan investasinya ngga dimainin sama pejabat2 nya.";0;0;0;0;in;247524379;1698360917954851007;081807207363;https://twitter.com/081807207363/status/1698704452721778971
Mon Sep 04 13:28:04 +0000 2023;1698689385435390432;"@ridwanhr Gw ada asuransi swasta tetapi setelah kmrn OP gimna capeknya ngurus semua"nya Saya putuskan berhenti bayar Capekkkk";0;3;0;0;in;258110038;1698360917954851007;pelukan_senja01;https://twitter.com/pelukan_senja01/status/1698689385435390432
Mon Sep 04 12:41:05 +0000 2023;1698677562774622387;"@shintanss @arievrahman Gw punya asuransi swasta juga. Dengan harga yang lebih mahal, nominal yang ditanggung malah lebih sedikit ketimbang bpjs punya.";0;0;0;0;in;1096954385031081984;1697996262602379297;inikambeng;https://twitter.com/inikambeng/status/1698677562774622387
Mon Sep 04 12:39:44 +0000 2023;1698677223417668003;"@mediocrickey Iya bener asuransi swasta jg bagus. Tp minimal banget kita tuh harus punya bpjs kesehatan. Mana lg yg iurannya murah, tp bisa ngecover segitu banyaknya 🥹";0;0;2;2;in;292717532;1698585757395689607;intanriia;https://twitter.com/intanriia/status/1698677223417668003
Mon Sep 04 10:48:35 +0000 2023;1698649249284850140;"@arievrahman nih gue kemaren masuk RS pake Asuransi swasta lama dapet kamar karna kata pihak RS nunggu konfirmasi dari si asuransi, lama. skrg keluar,nunggu² lgi dari pihak asuransi nya.  bener bpjs udah masuk sat set keluar sat set";0;1;0;0;in;1255861044762697729;1697996262602379297;aiyayaiya;https://twitter.com/aiyayaiya/status/1698649249284850140
Mon Sep 04 09:54:24 +0000 2023;1698635614609100996;"@liannaaw @arievrahman igd dicover? bknnya asuransi swasta kl opname br dicover?";0;1;0;0;in;36304851;1697996262602379297;pw1078;https://twitter.com/pw1078/status/1698635614609100996
Mon Sep 04 08:16:43 +0000 2023;1698611031738884606;"@buletbuletkecil @kiwisuperfruit7 @ismael_xyz @ridwanhr kata siapa asuransi swasta bagus, prudntial sama2 bangstnya";0;0;0;0;in;99040551;1698360917954851007;in_makiy;https://twitter.com/in_makiy/status/1698611031738884606
Mon Sep 04 05:58:11 +0000 2023;1698576169598390619;"Dulu aku ga pernah relate sama keluhan2 tentang BPJS, karena pelajanan BPJS di Bandung itu BAGUUUUS BGT. Tapi di Jakarta, meh banget. Di Jakarta kayanya kalau butuh urgent lebih baik pakai asuransi swasta😃";0;1;0;0;in;510084307;1698576152594677881;putritadiredja;https://twitter.com/putritadiredja/status/1698576169598390619
Mon Sep 04 04:25:13 +0000 2023;1698552772260692103;"@shintanss @arievrahman Thn 2020 pernah op di rs bunda. Pelayanan beneran sat set mulai dari dokter sampe semua staff nya. Cuma bayar PCR krn lagi pandemi. Sisanya gratis. Temen sekamar sampe bingung krn dia pake asuransi swasta tapi pelayanan sama dengan bpjs 😄";0;0;0;1;in;143762235;1697996262602379297;linnafaisa;https://twitter.com/linnafaisa/status/1698552772260692103
Mon Sep 04 04:06:24 +0000 2023;1698548038510514492;"asuransi adekku belum keluar sampe sekarang. padahal mayan buat bayar kuliah di swasta";0;0;0;0;in;574103699;1698548038510514492;svrp19;https://twitter.com/svrp19/status/1698548038510514492
Mon Sep 04 02:51:16 +0000 2023;1698529129161973948;"@arievrahman Ini valid sih, ngerasa relate bgt BPJS lebih proper ketimbang asuransi swasta based on pengalaman ngurusin asuransi nyokap gw. Eh ujung2nya pake BPJS juga dan terlayani dgn baikk";0;0;0;0;in;1076853645394685958;1697996262602379297;mailovvv;https://twitter.com/mailovvv/status/1698529129161973948
Mon Sep 04 02:16:19 +0000 2023;1698520334561841265;"@badbatch666 Swasta, cuman bpk mak aku kan udh kek lama gtu loh pake asuransi ini dari aku sd bahkan, nah asuransi pendidikanku ama adekku harusnya cair masing2 tuh keknya ada sekitar 15jtan lebih. Cairnya tuh tahun 2017 ama 2019. Sampe sekarang ga ada kejelasan 🥲";0;1;0;0;in;1517473088979738624;1698377683149967682;avrilejoke;https://twitter.com/avrilejoke/status/1698520334561841265
Mon Sep 04 02:04:06 +0000 2023;1698517262481621487;"@arievrahman Aku pernah ikut asuransi swasta dr kantor, dan skrg aku pakai BPJS Kesehatan. Mnurut aku sih untuk pelayanan hampir sama, bhkan BPJS Kes lbh luas jangkaunny fasilitas kesehatannya, jdi yg ada didaerah lbh dipermudah";0;0;0;0;in;250608609;1697996262602379297;mude_mudrikah;https://twitter.com/mude_mudrikah/status/1698517262481621487
Mon Sep 04 01:45:08 +0000 2023;1698512486775824740;"@arievrahman Mnurut aku sih iuran BPJS Kesehatan lebih masuk akal, masuk disemua kalangan, dan pelayanannya jg gak jauh beda sm asuransi swasta";0;0;0;0;in;1011263728229072896;1697996262602379297;holla_arini;https://twitter.com/holla_arini/status/1698512486775824740
Mon Sep 04 01:39:41 +0000 2023;1698511115553010093;"@avrilejoke Bp ini tu asuransi apa si? Pendidikan? Punya swasta apa negri?";0;1;0;0;in;1346927992648339459;1698377683149967682;guesswho1333;https://twitter.com/guesswho1333/status/1698511115553010093
Mon Sep 04 01:38:02 +0000 2023;1698510699549397000;"@ismael_xyz @ridwanhr Sesat ini, kalo asuransi kesehatan swasta banyak yg bagus, kalo dialihin ke investasi lu baca2 dulu lah produknya keliatan kok mana yg pure kesehatan mana yg ada tai2nya";1;2;0;0;in;2835470108;1698360917954851007;kiwisuperfruit7;https://twitter.com/kiwisuperfruit7/status/1698510699549397000
Sun Sep 03 23:55:25 +0000 2023;1698484878151405615;"@arievrahman semoga lekas kelar prosesnya dan lekas dapat segera mendapat bantuan , mau pake asuransi swasta jadi mikir mikir lagi😅 Jadi lebih baik pake @BPJSKesehatanRI";0;0;0;0;in;826532213386731525;1697996262602379297;AndinRohani3;https://twitter.com/AndinRohani3/status/1698484878151405615
Sun Sep 03 23:51:43 +0000 2023;1698483945245982885;"@arievrahman semoga lekas kelar prosesnya dan lekas segera mendapat bantuan , mau pake asuransi swasta jadi mikir mikir lagi😅 Jadi lebih baik pake @BPJSKesehatanRI";0;0;0;0;in;826532213386731525;1697996262602379297;AndinRohani3;https://twitter.com/AndinRohani3/status/1698483945245982885
Sun Sep 03 23:12:39 +0000 2023;1698474113994473685;"@shintanss @arievrahman Gue udh gak percaya sama asuransi swasta manapun, mau a b c d sama aja.. narikin uang bulanan jago giliran mau klaim langsung ilang2an agennya";0;0;0;1;in;756707751959592960;1697996262602379297;HmmmmmEma;https://twitter.com/HmmmmmEma/status/1698474113994473685
Sun Sep 03 23:02:43 +0000 2023;1698471612876541957;"@gusarduniawi @arievrahman Klaim lebih cepet turun BPJS daripada asuransi swasta, yah..walaupun angkanya kalah tp soal standar klaim, bpjs ini lebih enak, aturannya lebih pasti..";0;0;0;0;in;139709636;1697996262602379297;DocKVDV;https://twitter.com/DocKVDV/status/1698471612876541957
Sun Sep 03 22:44:06 +0000 2023;1698466929432768980;"@arievrahman Ini karena pake BPJS ya, di RS semingguan. Dan sejak saat itu aku research asuransi swasta yg bagus dan amanah + agennya. Ketemulah sama MSIG Sinarmas dan tim agent yg fastrespon bgt";0;0;0;0;in;2595541986;1697996262602379297;risolmayounais;https://twitter.com/risolmayounais/status/1698466929432768980
Sun Sep 03 18:39:28 +0000 2023;1698405362972659779;"Asuransi swasta kalau main gt terus, tinggal tunggu aja trust masyarakat hancur tak bersisa. Kalean jg yg rugi. Apalagi udah ada bpjs.";0;1;0;1;in;387611586;1698405362972659779;sholehudin7;https://twitter.com/sholehudin7/status/1698405362972659779
Sun Sep 03 18:33:39 +0000 2023;1698403901438079202;"@shintanss @arievrahman Emang harus pinter² nyari RS yg ramah BPJS. RSUD udh pasti bagus pake BPJS, tapi kamar sering penuh. Pernah masuk IGD jam 7 pagi, dapet kamar abis maghrib. Kalo swasta biasanya ada jatah kamar utk BPJS. Jadi kalo buat anak sih pake asuransi, tapi kalo buat sendiri gpp lah BPJS.";0;0;0;0;in;75497748;1697996262602379297;Fahmieyanardi;https://twitter.com/Fahmieyanardi/status/1698403901438079202
Sun Sep 03 17:07:42 +0000 2023;1698382269705298121;"@arievrahman Nah, inilah mikir2 lagi buat pake asuransi swasta, soalnya kl kesalahan typo aja bisa berakibat fatal dan tidak bisa diproses klaimnya. Thanks banget buat @bpjskesehatan yg sdh banyak membantu masyarakat Indonesia.";0;0;0;0;in;975361640479711232;1697996262602379297;heripald;https://twitter.com/heripald/status/1698382269705298121
Sun Sep 03 17:06:20 +0000 2023;1698381925801734446;"@ridwanhr Pernah dikasih tau sama temen, kalo mau asuransi cukup BPJS aja, ga perlu ke swasta. Uang asuransi swasta dialihkan ke salah satu instrumen investasi aja lebih jelas 😂";0;5;3;36;in;358790639;1698360917954851007;ismael_xyz;https://twitter.com/ismael_xyz/status/1698381925801734446
Sun Sep 03 17:03:51 +0000 2023;1698381302226125164;"@arievrahman Nice banget infonya kak, untung baca ini, soalnya tadinya sih mau pake asuransi swasta. Tapi baca ini ku jadi lebih mikir-mikir lagi. BPJS kesehatan emang yg lebih enak. Krn tidak hanya iurannya yg murah, namun sdh banyak penyakit yg di cover sama @bpjskesehatan";0;0;0;0;in;1062215351465762816;1697996262602379297;bvooog;https://twitter.com/bvooog/status/1698381302226125164
Sun Sep 03 16:30:56 +0000 2023;1698373019666981211;"@yasphoebee @shobarizadi @DAyudhya @banyaksyukur26 @aitakattroll @arievrahman @shintanss hermina debes primaya jugak oke aku masuk UGD dulu pokoknya kalo anak demam udah 3hari gak turun2 atau muntah2 sehari 10x langsung ke IGD dan dilayanin kalo gak ada indikasi ranap, IGD bisa dicover bpjs makanya mau tambah asuransi swasta lain ragu2 karna takut bermasalah 😭";0;0;0;0;in;237950258;1697996262602379297;hllryclrnd;https://twitter.com/hllryclrnd/status/1698373019666981211
Sun Sep 03 15:42:37 +0000 2023;1698360860450889906;"@moonarcn Pengalaman temen kerjaku, 3 bulan yg lalu baru daftar asuransi swasta. Agustus kemarin ranap smp 2x, asuransinya gada yg bisa dipake sama sekali gara2 belum 1 tahun sejak daftar asuransi, ujung2nya malah ranap pake bpjs 😂 emang tnc kudu dicermati bener2 kalo mau daftar asuransi";0;2;0;0;in;1117820720245927936;1698212654052176343;davineeeeeee;https://twitter.com/davineeeeeee/status/1698360860450889906
Sun Sep 03 15:37:14 +0000 2023;1698359503526506873;"baru tau ternyata banyak yg gagal kuliah gr gr asuransi pendidikan ga cair so saddd :(  tp emg kolapsnya parah bgt, apalagi waktu covid 😣 swasta aja punyaku harusnya cair lengkap th 2020, tp cuma cair 1/4";0;0;0;1;in;962103799467814912;1698359503526506873;weswiswus;https://twitter.com/weswiswus/status/1698359503526506873
Sun Sep 03 15:24:58 +0000 2023;1698356416216731698;"@arievrahman Bagi yg tidak punya ekonomi cukup BPJS memang sangat membantu, tapi tidak semua pengobatan di cover BPJS dan juga perawatan BPJS juga punya standart sendiri yg pastinya dibawah standart asuransi swasta. Sebenarnya tergantung kemampuan dan kebutuhan aja sih gan";0;0;0;0;in;295060960;1697996262602379297;triombunsitorus;https://twitter.com/triombunsitorus/status/1698356416216731698
Sun Sep 03 14:38:45 +0000 2023;1698344784765841844;"gila dikit gak ngaruh 🫠🤏  MAJOOO LO KIM JUNKYU, ASURANSI GW SWASTA PUNYAAAA 😤🤧🧎🏼‍♀️ https://t.co/yHwT7t3mji";0;0;0;0;in;1566556972358713344;1698344784765841844;tinkerlla;https://twitter.com/tinkerlla/status/1698344784765841844
Sun Sep 03 14:26:43 +0000 2023;1698341760248995980;"@arievrahman Makanya, cm orang2 dengki yg blg BPJS itu buruk.. Manfaatnya lebih banyak drpd negatifnya.. Mau perfect? Pake asuransi swasta yg iurannya juta2an sana..  BPJS itu mngkin kalahnya kl dibanding insurance swasta ya kemaksimalan dalam medis nya.. Swasta kt bs pilih2 RS dan dokter";0;0;0;0;in;122934031;1697996262602379297;JustDonzh;https://twitter.com/JustDonzh/status/1698341760248995980
Sun Sep 03 14:23:24 +0000 2023;1698340922176762247;"pernah pake asuransi swasta, qadarullah kudu cabut 4 gigi bungsu. coba klaim ke asuransi itu, dan gabisa krn bukan kecelakaan😄";0;0;0;0;in;1518073007197286401;1698340922176762247;yeoreumnana;https://twitter.com/yeoreumnana/status/1698340922176762247
Sun Sep 03 14:19:22 +0000 2023;1698339909785018583;"Kalau saya sih tetep tim Asuransi swasta. Hehe Selama ini klaim2 dibayar kok 😆";0;1;0;1;in;586201015;1698339909785018583;yongkyhartanto_;https://twitter.com/yongkyhartanto_/status/1698339909785018583
Sun Sep 03 14:11:11 +0000 2023;1698337850910216312;"@arievrahman Hahah aku banget nih kak, langsung Ama suami gak dibayar asuransi swasta ku, karena pas aku butuh banget malah BPJS yang membantuku waktu di Rumah sakit.";0;0;0;0;in;221623179;1697996262602379297;GekNiendy;https://twitter.com/GekNiendy/status/1698337850910216312
Sun Sep 03 13:55:35 +0000 2023;1698333922789376130;"Add on, gua sendiri agent insurance &amp  pegang 2 polis asuransi (jiwa &amp  kesehatan) swasta. Jd agent jg belum begitu expert, jadi masih banyak bgt yg harus gua pelajari. So feel free to hop in and share opinions or questions about this!";0;0;0;1;in;1335648086547288064;1698332504296722781;awheajjj;https://twitter.com/awheajjj/status/1698333922789376130
Sun Sep 03 13:36:34 +0000 2023;1698329139223347548;"@arievrahman Di kantor istri, resmi mencabut asuransi swasta. Alasannya karena serapan penggunaannya minim. Semua lebih mudah dengan BPJS skrng dimanapun";0;0;0;0;in;47079949;1697996262602379297;HarisSuban;https://twitter.com/HarisSuban/status/1698329139223347548
Sun Sep 03 12:55:20 +0000 2023;1698318761277952077;"jadi inget om gue dirawat pake asuransi swasta ada limit, tante gue bolak balik op pake bpjs masih oke aja";0;0;0;0;in;1085109212831670272;1698318761277952077;tudeisikseu;https://twitter.com/tudeisikseu/status/1698318761277952077
Sun Sep 03 12:08:52 +0000 2023;1698307065624862942;"emg asuransi tu ngeri bgt sih. bapaku daftar asuransi kesehatan swasta, tiap bulan bayarnya jutaan. terus pas tahun lalu beliau kena covid duitnya ga bisa dicairin anjeng👎🏻";0;2;0;0;in;1096347289403023360;1698307065624862942;avoccatto;https://twitter.com/avoccatto/status/1698307065624862942
Sun Sep 03 11:40:13 +0000 2023;1698299858925519329;"pengalaman bekerja di bidang asuransi. BPJS lebih gampang cairin nya dan gak ribet ngurus nya drpd punya swasta.";0;0;0;0;in;1403390691930112002;1698299858925519329;blacksebbathh;https://twitter.com/blacksebbathh/status/1698299858925519329
Sun Sep 03 11:33:32 +0000 2023;1698298173637513312;"@arievrahman Meskipun ttp ada sebel2nya sama antrian BPJS yg ga tersebar merata, tapi utk urusan rawat inap, emang BPJS oke sih. Pengalaman dulu ngurus bokap dgn asuransi swasta, ketahan lama bgt di RS buat urusan pulang. Sedangkan 2 bulan lalu ngurusin pacar ranap pakai BPJS, lancar jaya 😅";0;0;0;0;in;1303952706214617088;1697996262602379297;ryshaliha;https://twitter.com/ryshaliha/status/1698298173637513312
Sun Sep 03 10:43:06 +0000 2023;1698285485091848485;"@shintanss @atapberteduh @arievrahman Oh iya, kalo ini sangat setuju.. Di RS tertentu, BPJS bisa sangat bagus. Tp di RS lainnya, bisa jd sangat buruk. Sama seperti asuransi swasta, tergantung RSnya. Yg bagus ya bagus, yg jelek ya jelek.";0;0;0;2;in;84723253;1697996262602379297;HansADR;https://twitter.com/HansADR/status/1698285485091848485
Sun Sep 03 10:13:30 +0000 2023;1698278032409272686;"@arievrahman Sepengalaman kerja di rs, semua asuransi swasta kalo misalnya rawat inap emang ada case2 yg lamanya bikin pegel sih, kalo ada salah tulis dari pihak rs atau pasien apalagi. Bisa2 2x24 jam gakeluar2 jaminan akhirnya";0;0;0;0;in;137013588;1697996262602379297;Bluekutukzz;https://twitter.com/Bluekutukzz/status/1698278032409272686
Sun Sep 03 09:43:31 +0000 2023;1698270490249585143;"@arievrahman Gw pribadi sangat amat skeptis sama Asuransi swasta disini. Drpd bayar premi tiap bulan yg lumayan itu mending duitnya ditabung jadiin dana darurat.";0;0;0;0;in;1617131265312055296;1697996262602379297;fier_blake;https://twitter.com/fier_blake/status/1698270490249585143
Sun Sep 03 09:36:05 +0000 2023;1698268616184209751;"@Apadanya_ @arievrahman FYI Mitra Keluarga group skrg udah bisa BPJS. Triknya ya ke rs rujukannya yg rs swasta aja. Tp keliatan timpangnya sedikit lah, kalo di rs swasta sama govt. Yg pake pribadi/asuransi swasta biasanya lebih "nyaman" pas nunggu ke poli.";0;0;0;0;in;175692844;1697996262602379297;digitalcrewmate;https://twitter.com/digitalcrewmate/status/1698268616184209751
Sun Sep 03 08:53:18 +0000 2023;1698257849779167587;"@arievrahman EMANGGG. Punya asuransi swasta dari perusahaan suami alli*nz, pas mau dipake buat berobat anak banyak amat embel2 nya akhirnya puter balik ke klinik faskes 1 bpjs sat set sat set kelarr berobat😂";0;0;0;1;in;1363313874;1697996262602379297;rosetttenebula;https://twitter.com/rosetttenebula/status/1698257849779167587
Sun Sep 03 08:47:37 +0000 2023;1698256419479531915;"@putriiitiduur @worksfess kalo ambilnya kur gak bisa paling dikasih keringanan bayar semampunya tiap bulan asal ada uang masuk sampe lunas. kalo bank swasta yg tercover asuransi bisa lunas.";0;0;0;1;in;1643518059284680706;1697997734425608450;cherysaaa;https://twitter.com/cherysaaa/status/1698256419479531915
Sun Sep 03 08:25:19 +0000 2023;1698250809597661352;"stop pake asuransi swasta sejak akhir 2019 karena bpjs udah much much better✨️";0;2;1;1;in;312554448;1698250809597661352;messterpeace;https://twitter.com/messterpeace/status/1698250809597661352
Sun Sep 03 08:21:23 +0000 2023;1698249818618085395;"@Fathman17 @arievrahman @PoetryGladies_ Betul..masuk RaNap dgn BPJS.. jika ada excess bisa direimburs ke asuransi swasta atau ajukan santunan HCP(hospital cash plan) ke asuransi swasta. Hitungan HCP minimal sebesar plan peserta asuransi per hari dikali dgn lama rawat inap dgn BPJS. Jadi hrs Pilih salah satu..";0;0;1;0;in;4622879785;1697996262602379297;astikatin;https://twitter.com/astikatin/status/1698249818618085395
Sun Sep 03 07:31:05 +0000 2023;1698237159805948381;"GP sama perawat tau kok yg enak yg mana.  Coba, pernah dikasih pasien asuransi swasta/cash ngga? Kalo engga atau sedikit, patut refleksi diri hihihi🙏🏻😊";0;1;0;0;in;1394889154564018183;1698236753646411907;dinarda_;https://twitter.com/dinarda_/status/1698237159805948381
Sun Sep 03 07:19:12 +0000 2023;1698234169737040038;"@arievrahman Punya asuransi swasta tpi kalau ga ada kenalan orang asuransinya keknya sulit ya buat ngurus pembayaran dll..";0;0;0;0;in;3286665715;1697996262602379297;nihilisthuman;https://twitter.com/nihilisthuman/status/1698234169737040038
Sun Sep 03 06:56:44 +0000 2023;1698228514749890590;"kalo premi asuransi swasta dipotong fee agent berlayer2 sampe +/- 40% ya logika aja endingnya gimana. so in a way, bpjs bagus.";0;0;0;1;in;107359213;1698228514749890590;b_mhrdk;https://twitter.com/b_mhrdk/status/1698228514749890590
Sun Sep 03 06:38:33 +0000 2023;1698223940093804850;"Me setuju, punya asuransi swasta n bpjs, buat berobat di rs asuransi swasta tuh ribet krn harus nunggu penjaminan. Vitamin selama mengandung jg ga dicover asuransi swasta. Cuman karena bpjs gabisa persalinan normal dan konsul lgsg ke obgyn terpaksa tetep pake asuransi swata";0;0;0;0;in;204168689;1698223940093804850;riskayuniatri;https://twitter.com/riskayuniatri/status/1698223940093804850
Sun Sep 03 06:06:18 +0000 2023;1698215822324584577;"@arievrahman Kalau asuransi swasta tergantung agennya mas. Seberapa care agennya sama kita.  Itulah kenapa saya cari agen yang punya testimoni positif beneran dan memang kenal/keluarga temen";2;1;1;3;in;57964125;1697996262602379297;audipras;https://twitter.com/audipras/status/1698215822324584577
Sun Sep 03 06:01:16 +0000 2023;1698214555850321987;"@arievrahman Tahun lalu lahiran, ke IGD RS swasta. Ternyata harus SC. Pakai BPJS, keluar tanpa dipungut biaya + 1x kontrol gratis. Trus kemarin operasi usus buntu + 1 kontrol jg  gratis.  Semua masalah adm lancar, cepet bgt. Mikir² kalo asuransi mau nanggung gak ya, setahun sekali operasi 😅";0;0;0;0;in;1070334941840343040;1697996262602379297;enjelastrid;https://twitter.com/enjelastrid/status/1698214555850321987
Sun Sep 03 05:53:22 +0000 2023;1698212570627490017;"Karena aq bukan sultan dan pelayanan BPJS itu luar biasa bagusnya jd yaa emang males pakai asuransi swasta..  Berkali² berurusan sama RS semua dicover BPJS Kalau soal rawat jalan emang harus sabar ke faskes Tk. 1 Tp yang lain mah oke banget BPJS";0;0;1;0;in;133730545;1698212570627490017;prilempril;https://twitter.com/prilempril/status/1698212570627490017
Sun Sep 03 05:46:31 +0000 2023;1698210844591689983;"@arievrahman Waktu melahirkan anak ke3, gw pakai BPJS. Kamar sebelah pakai asuransi swasta (fasilitas kantornya). Kami dapet jadwal check out barengan. Gw lancar bisa langsung pulang, sebelah masih lamaaa banget. Padahal dia yg lebih duluan dateng ke administrasinya.";0;0;0;0;in;1411351072451403783;1697996262602379297;miayam13rb;https://twitter.com/miayam13rb/status/1698210844591689983
Sun Sep 03 05:35:43 +0000 2023;1698208127571911110;"@arievrahman Emang asuransi swasta banyak tipu tipu ya bjiir. Aku udah langsung tutup asuransi dan gamau pake itu lagi. Sekarang lebih baik BPJS, yang penting sabar antri.";0;0;0;0;in;1015017858688942080;1697996262602379297;mamakelinci;https://twitter.com/mamakelinci/status/1698208127571911110
