created_at,full_text,username,Produk
2023-01-13 10:25:32+00:00,bos chubb life beberkan update akuisisi asuransi cigna  t co hpmjjd,Bisniscom,Cigna
2023-01-13 02:14:30+00:00, hai sobat bri bank bri senantiasa menjaga kerahasiaan data nasabah kami informasikan bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran  ,BANKBRI_ID,Cigna
2023-01-09 12:38:48+00:00, kami informasikan saat ini bank bri bekerja sama dengan perusahaan asuransi bri life cigna dan sequish life mohon selalu waspada dengan segala bentuk penipuan bri tidak pernah meminta data nasabah seperti kode cvc kode otp m token nomor kartu  ,BANKBRI_ID,Cigna
2023-01-09 07:37:19+00:00, hai sobat bri bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife apakah sobat bri dihubungi oleh salah satu pihak asuransi tersebut akun resmi media sosial bri sudah ter verified ya tks ulfa,BANKBRI_ID,Cigna
2023-01-09 03:26:06+00:00,cigna asuransi ganggu bgt cuk dah di blok nomornya ganti ganti,abiyyudr,Cigna
2023-01-05 09:07:25+00:00, server kalian dibobol apa gmna sih kenapa nomor saya tiap hari ada yg nelpon dari asuransi cigna ganggu bgt sehari bisa  x nelpon beda nomor ,nailongbuncit,Cigna
2023-01-04 15:38:40+00:00, hai sobat bri saat ini bank bri bekerja sama dengan beberapa perusahaan asuransi yaitu cigna sequislife dan brilife jika dihubungi salah satu asuransi tersebut dan tidak berkenan dengan penawaran tersebut sobat bri bisa mengabaikan penawaran  ,kontakBRI,Cigna
2023-01-03 11:42:22+00:00, hai sobat bri kami sampaikan bank bri bekerja sama dengan beberapa perusahaan asuransi seperti cigna brilife atau sequis life asuransi tersebut bersifat penawaran apabila ingin melakukan pembatalan dapat menghubungi pihak asuransi ya  ,kontakBRI,Cigna
2023-01-02 08:08:28+00:00, hai sobat bri bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran apabila sobat bri tidak berkenan ketika dihubungi maka mohon diabaikan saja  ,kontakBRI,Cigna
2022-12-29 15:44:33+00:00, mama saya ga dapet apapun dr perusahaan cigna kak kita bahkan baru tau kalo yg nyedot uangnya tuh asuransi cigna setelah melapor berkali kali ke bri ,Ta_ranii,Cigna
2022-12-29 15:43:31+00:00, aku pernah nangani case ini kak tapi biasanya dari cigna kasih buku polis asuransi ke alamat nasabah ,heyrifani,Cigna
2022-12-29 15:38:51+00:00, ga cuma mandi i aja ges bri juga sama agen asuransi cignanya pada nipu demi kejar target mama saya jd korbannya katanya asuransi gratis krn sudah jd nasabah setia bri taunya tiap bulan saldo di atm kesedot karena didaftarin jd nasabah cigna ,Ta_ranii,Cigna
2022-12-29 15:21:50+00:00, pernah ditelpon ngakunya pihak bri katanya terpilih dapat reward asuransi bahkan tau data diri secara detail taunya itu asuransi cigna pas dicek get contact sama ulasan google rata rata ulasannya sama akhirnya pindah rekening,antarasemesta,Cigna
2022-12-28 09:51:54+00:00, selamat sore asuransi cigna bekerja sama dengan bank bca sejak tahun  dan bca berizin serta diawasi oleh otoritas jasa keuangan ojk   ,BankBCA,Cigna
2022-12-28 07:37:02+00:00, selamat siang telemarketing asuransi cigna merupakan telemarketing dari bank bca sehingga tidak ada kebocoran data nasabah kepada pihak asuransi dalam flow penjualan produk asuransi ,BankBCA,Cigna
2022-12-28 06:31:31+00:00, bagaimana kalau ingin menutup polis asuransi ya,Sarasva07,Cigna
2022-12-28 06:06:18+00:00, mohon cs cigna tangapi keluhan masyarakat bukan menambah masalah tdk harus viral berapa banyak data masyarakat yg anda peroleh secara illegal saya hanya meminta jangan diganggu agen asuransi harusnya proaktif bukan membeli data thanks  t co zbzjyzagi,Sinzzss,Cigna
2022-12-24 09:45:25+00:00,pt asuransi cigna akan segera bergabung menjadi pt chubb life insurance indonesia penggabungan akan segera berlangsung setelah mendapatkan persetujuan dari otoritas jasa keuangan ojk selengkapnya  t co swlihaexm,theiconomic,Cigna
2022-12-23 07:13:31+00:00,simbolis bantuan diserahkan langsung oleh bapak kumaran chinan selaku presiden direktur pt chubb life insurance indonesia dan bapak colin startup selaku presiden direktur pt asuransi cigna  t co xhynrgpj,rumahzakat,Cigna
2022-12-23 07:13:13+00:00,pt chubb life insurance indonesia dan pt asuransi cigna menyerahkan bantuan bagi warga yang terdampak gempa di cianjur melalui rumah zakat di sela sela acara employee gathering di jimbaran resto ancol jakarta    t co mvulqxcn,rumahzakat,Cigna
2022-12-23 02:09:04+00:00,perusahaan asuransi cigna resmi lakukan merger dengan chubb life indonesia  t co htevetxq,KlikLegalID,Cigna
2022-12-22 10:24:55+00:00, kak boleh tanya masalah asuransi cigna ,xSpringDayx25,Cigna
2022-12-21 10:43:59+00:00, halo gimana caranya saya berhenti asuransi ini daftar ga sengaja tgl  bulan ini ini blm ada  hari dari waktu mempelajari polis ,Younghoonnim,Cigna
2022-12-21 04:49:05+00:00, ini diakuisisi sama chubb asuransi jiwanya atau kesehatannya juga ,traderrebahan,Cigna
2022-12-19 23:19:37+00:00, hai sobat bri bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife yang bersifat penawaran jika belum berminat sobat bri dapat mengabaikan informasi yang diterima informasi lebih lengkap produk bri dapat  ,kontakBRI,Cigna
2022-12-19 02:09:06+00:00, mohon menghargai uu pdp no  tahun  tentang perlindungan data pribadi sangat menganggu atas nama cigna asuransi bca no hp ,Sinzzss,Cigna
2022-12-17 14:24:48+00:00, hai sobat bri kami sampaikan bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran ya jika sudah menyetujui dan hendak melakukan pembatalan kami sarankan menghubungi  ,BANKBRI_ID,Cigna
2022-12-16 09:32:16+00:00, hai sobat bri bank bri memiliki beberapa kerjasama dengan perusahaan asuransi seperti cigna sequislife dan brilife apabila rekening yang dimiliki britama atau kartu kredit yang dimiliki mastercard atau visa maka nasabah akan berkesempatan  ,kontakBRI,Cigna
2022-12-16 07:10:52+00:00, hai sobat bri kami informasikan bank bri memiliki beberapa jenis asuransi yang sudah bekerjasama seperti cigna sequislife dan brilife guna pengecekan dapat diinformasikan nomor ponsel dari pihak yang menghubungi sobat bri melalui dm  ,kontakBRI,Cigna
2022-12-14 12:34:07+00:00, cara membatalkan asuransi bagaimana ya ,zakiYA693,Cigna
2022-12-14 05:00:06+00:00,nihh kita kasih buku panduannya yokk dibaca gess di dana sekarang bisa bayar premi asuransi lebih praktis lhoo ada asuransi aia indonesia manulife prudential cigna dan jiwasraya  t co iiehtdar,danawallet,Cigna
2022-12-12 12:19:46+00:00,simbolis bantuan diserahkan langsung oleh bapak kumaran chinan selaku presiden direktur pt chubb life insurance indonesia dan bapak colin startup selaku presiden direktur pt asuransi cigna selain donasi dari chubb life indonesia dan cigna ,RZ_Jakarta,Cigna
2022-12-12 12:19:01+00:00,jakarta   pt chubb life insurance indonesia dan pt asuransi cigna menyerahkan bantuan bagi warga yang terdampak gempa di cianjur melalui rumah zakat di sela sela acara employee gathering di jimbaran resto ancol  t co ozfddrsjg,RZ_Jakarta,Cigna
2022-12-08 04:18:46+00:00, hai sobat bri bank bri senantiasa selalu menjaga kerahasiaan data data nasabah bank bri bekerja sama dengan perusahaan asuransi cigna jika berminat pada program yang ditawarkan silakan dapat konfirmasi pada pihak asuransi yang menghubungi saat ini tarik  ,kontakBRI,Cigna
2022-12-05 23:44:10+00:00, kak mau tanya asuransi cigna proteksi sehat optima plan  fasilitasnya apaa saja ya ,sugarbbycheol,Cigna
2022-12-02 02:55:55+00:00, benci banget sm cigna asuransi udh di block ganti no laen  t co ryftnwtlx,karma_attitude,Cigna
2022-12-01 09:20:53+00:00, kami informasikan bank bri bekerjasama dengan beberapa asuransi seperti cigna bri life dan sequish life bank bri tidak pernah menginformasikan data diri nasabah kepada pihak lain termasuk petugas bri jika sudah menyetujui penawan asuransi yang ditawarkan  ,kontakBRI,Cigna
2022-11-30 10:48:18+00:00, polis asuransi saya belum sampe mnt tlg dikirmkan dong min ,Sarasva07,Cigna
2022-11-29 17:25:10+00:00, misal saya telah mengikuti asuransi ini kemudian tidak bisa melanjutkan lagi pembayaran preminya apakah bisa dialihkan kepesertaannya ,Darius60352980,Cigna
2022-11-29 07:03:27+00:00, greater jakarta hallo selamat siang bapak kmi dr bri memberitahuan bahwa anda berkesempatan mendapatkan asuransi gratis total dari cigna dan anda cukup mengatakan iya maka anda akan mendapatkan asuransi tsb kalau sudab terlanjur dpt tlp itu segera tutup rek anda ,OBiljag,Cigna
2022-11-28 09:21:36+00:00, udah lapor via email masih aja ditelpon ini gimana sih makin ilfeel kan orang ama asuransi kalian  t co anpqbnsd,RasyidSense,Cigna
2022-11-22 11:39:23+00:00, hai sobat bri mohon maaf atas ketidaknyamanan yang dialami bank bri memiliki beberapa jenis asuransi yang sudah bekerjasama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran apabila ingin melakukan penutupan asuransi  ,promo_BRI,Cigna
2022-11-21 08:34:16+00:00, hai sobat bri bank bri memiliki beberapa kerjasama dengan perusahaan asuransi seperti cigna sequislife dan brilife apabila rekening yang dimiliki britama atau kartu kredit yang dimiliki mastercard atau visa maka nasabah akan  ,BANKBRI_ID,Cigna
2022-11-14 03:54:59+00:00, tolong ya gak usah spam telpon mulu udah di redflag asuransi kalian ama keluarga kami gara kemaren pas berhenti bilang dibalikin tapi nyatanya bohong,RasyidSense,Cigna
2022-11-12 05:16:54+00:00, mohon maaf atas ketidaknyamanannya jika tidak berkenan dengan asuransi yang ditawarkan kami sarankan untuk melakukan pemberhentian polis asuransi dengan menghubungi call center cigna di nomor   ,BANKBRI_ID,Cigna
2022-11-12 04:49:26+00:00, hai sobat bri kami informasikan autodebet rekening akan terdaftar dengan persetujuan dari nasabah jika tidak berkenan dengan asuransi yang ditawarkan kami sarankan untuk melakukan pemberhentian polis asuransi dengan menghubungi call center cigna di nomor   ,BANKBRI_ID,Cigna
2022-11-11 03:45:54+00:00, halo bapak ibu dri untuk informasi seputar asuransi cigna bapak ibu dapat menghubungi cignasiap di    atau melalui email di siap informasikan nama lengkap tanggal lahir dan pertanyaan terima kasih indri,Chubb_ID,Cigna
2022-11-04 13:30:46+00:00, informasi lengkap terkait telepro sehat optima silakan menghubungi pihak asuransi cigna   ya akun resmi medsos bri sudah ada centang birunya verified  ,BANKBRI_ID,Cigna
2022-11-04 13:02:40+00:00, kami informasikan telepro sehat optima merupakan salah satu produk asuransi cigna yang bekerja sama dengan bank bri informasi lengkap dapat menghubungi pihak asuransi cigna   ya  ,BANKBRI_ID,Cigna
2022-11-01 02:00:57+00:00, selamat pagi bca bekerja sama dengan beberapa perusahaan asuransi untuk pemasaran produknya misalnya cigna aia bca life informasi selengkapnya dapat dicek melalui link berikut  t co jyebnlxacs,BankBCA,Cigna
2022-10-31 06:43:56+00:00, haii mau klaim asuransi second life apa aja ya syaratnya ,Sarasva07,Cigna
2022-10-31 00:12:57+00:00, cara membatalkan asuransi bagaimana karna suami saya sudah membatalkan asuransi di cigna tapi kenapa masi aktif,RSuryaefendi,Cigna
2022-10-31 00:11:40+00:00, hallo cigna saya cuma mau bilang suami saya sudah membatalkan asuransi pada bulan  tapi kenapa bulan ini gaji suami saya masi terpotong tolong kejelasannya,RSuryaefendi,Cigna
2022-10-28 08:45:55+00:00, kami lakukan pengecekan nomor tersebut bukan dari bank bri mohon diabaikan namun bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran  ,BANKBRI_ID,Cigna
2022-10-28 07:02:23+00:00,asuransi cigna apaan sih telp mulu pdhl gue gapernah daftar even br denger namanya td dengernya figma malah ,kamcitsal,Cigna
2022-10-27 04:07:15+00:00, hai sobat bri kami informasikan bri bekerjasama dengan asuransi seperti cigna sequislife dan brilife jika dihubungi oleh salah satu asuransi tersebut maka informasi asuransi tersebut benar guna pengecekan dapat dipastikan asuransi apa yang ditawarkan tks una,kontakBRI,Cigna
2022-10-24 01:22:00+00:00, halo bapak fahru perihal apa yang dapat kami bantu untuk informasi seputar polis asuransi silakan hubungi cigna siap    atau email ke siap terima kasih lusia,Chubb_ID,Cigna
2022-10-21 06:57:13+00:00, hai sobat bri kami informasikan bank bri senantiasa menjaga kerahasiaan informasi data nasabah saat ini bank bri bekerja sama dengan beberapa asuransi seperti cigna sequislife dan brilife mohon selalu berhati hati dengan akun yang mengatasnamakan bank bri  ,kontakBRI,Cigna
2022-10-21 01:02:13+00:00, halo ibu nancy saat ini ibu terhubung dengan layanan twitter cigna untuk informasi terkait polis asuransi silakan hubungi cignasiap di  atau email ke siap terima kasih puput,Chubb_ID,Cigna
2022-10-20 05:18:52+00:00, tolong drespon sya mau melakukan pembatalan premi bikin ngap aja kejebak asuransi gak guna,BisriMuhammad,Cigna
2022-10-20 05:13:59+00:00, saya mau brhenti asuransi dri cigna tlong dtindak lanjuti,BisriMuhammad,Cigna
2022-10-19 11:05:29+00:00, sudah saya kirim via email untuk pembatalan polis suami saya tolong dengan sangat segera ditindak lanjuti karena kami sangat sangat tidak ingin mengikuti asuransi ini ,haninissha,Cigna
2022-10-17 07:45:16+00:00, hai sobat bri kami sampaikan bank bri bekerja sama dengan beberapa asuransi seperti cigna brilife atau sequis life bisa diinformasikan nama asuransi yang menghubungi tetap waspada sobat bri akun resmi bank bri hanya yang bercentang biru verified tks priska,kontakBRI,Cigna
2022-10-17 05:06:18+00:00, hai sobat bri kami informasikan saat ini bank bri bekerjasama dengan beberapa asuransi seperti cigna sequislife dan brilife  ,BANKBRI_ID,Cigna
2022-10-16 08:49:47+00:00,apalagi kemarin rame asuransi cigna yg mengauto debet saldo pengguna britama sedangkan bri gabisa bantu apa apa selain kasih nomer csnya si cigna ini ,AmalinaEndah,Cigna
2022-10-15 02:20:48+00:00,ini nelponin mulu spam bgt udah dibilang ga tertarik anda dapet data saya dari mana coba jelasin ga pernah ada tertarik asuransi tiba ditelpon mulu cc ,ryzys_,Cigna
2022-10-13 17:36:37+00:00, cigna harus nya bisa di klaim itu guna nya dia ngincer karyawan kelas menengah yg di kejar kejar agen buat masuk asuransi biar ga bisa di klaim karena minim pengetahuan bokap gw udh pasrah aja karena males ngurus nya agent nya mah lepas tanggung jawab mas,Bernardo_susant,Cigna
2022-10-12 20:53:40+00:00, untuk informasi lengkap terkait produk asuransi tersebut silakan menghubungi call center asuransi cigna    tarik tunai di mesin atm bri lebih mudah tanpa kartu atm dengan aplikasi brimo  ,BANKBRI_ID,Cigna
2022-10-12 20:53:35+00:00, hai sobat bri bank bri bekerja sama dengan beberapa pihak asuransi terkait program telepro sehat optima merupakan produk asuransi cigna yang sudah bekerja sama dengan bank bri ya  ,BANKBRI_ID,Cigna
2022-10-12 03:09:39+00:00, ditawarkan produk asuransi untuk kesehatan maka akan ditawarkan asuransi cigna guna pengecekan terkait asuransi cigna silakan menghubungi call center cigna di nomor  tarik tunai di mesin atm bri lebih mudah tanpa kartu dengan aplikasi brimo  ,kontakBRI,Cigna
2022-10-12 03:07:26+00:00, kami informasikan bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran dan dapat diabaikan jika tidak berkenan apabila sobat bri menggunakan tabungan britama dan  ,kontakBRI,Cigna
2022-10-11 09:25:14+00:00, hai sobat bri bank bri senantiasa menjaga kerahasiaan data nasabah ya bank bri bekerja sama dengan beberapa perusahaan asuransi seperti cigna brilife atau sequis life untuk asuransi tersebut bersifat penawaran ya  ,BANKBRI_ID,Cigna
2022-10-11 09:00:19+00:00, pembatalan asuransi dapat dilakukan melalui pihak asuransi yang diikuti ya kami sarankan selalu berhati hati atas informasi yang mengatasnamakan bank bri dan tidak mudah mengikuti instruksi dari orang lain  ,kontakBRI,Cigna
2022-10-11 08:59:29+00:00, hai sobat bri kami sampaikan bank bri bekerja sama dengan beberapa perusahaan asuransi seperti cigna brilife dan sequis life asuransi tersebut bersifat penawaran saldo akan didebet apabila nasabah menyetujui pada saat penawaran asuransi  ,kontakBRI,Cigna
2022-10-10 02:01:39+00:00, hai sobat bri kami informasikan bank bri memiliki beberapa jenis asuransi yang sudah bekerjasama seperti cigna sequislife dan brilife untuk asuransi tersebut bersifat penawaran apabila sobat bri tidak berkenan ketika dihubungi maka mohon diabaikan saja  ,kontakBRI,Cigna
2022-10-06 14:11:49+00:00, apabila rekening yang dimiliki britama atau kartu kredit yang dimiliki mastercard atau visa maka nasabah akan berkesempatan dihubungi guna penawaran asuransi seperti cigna sequislife dan brilife namun jika tidak berminat pada program yang ditawarkan  ,kontakBRI,Cigna
2022-10-06 11:02:41+00:00, hai sobat bri bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife apakah sobat bri dihubungi oleh salah satu pihak asuransi tersebut akun resmi media sosial bri sudah ada centang birunya verified tks ulfa,kontakBRI,Cigna
2022-10-06 06:53:37+00:00, wahh okedeh makasih banyak infonya kak bisa buat opsi pindah ke bca asuransi bri cigna kak sama potongan perbulan juga  gtu aku taunya tbtb ada paket dateng isinya buku asuransi itu ,virgolicioussss,Cigna
2022-10-05 09:32:11+00:00, hai sobat bri kami informasikan perusahaan asuransi yang bekerja sama dengan bank bri yaitu cigna brilife dan sequislife ya apakah sobat bri dihubungi oleh salah satu pihak asuransi tersebut tks banu,kontakBRI,Cigna
2022-10-04 10:51:24+00:00, bank bri memiliki beberapa kerja sama dengan pihak asuransi seperti cigna sequislife dan brilife jika tidak berminat pada program yang ditawarkan silakan dapat diabaikan harap berhati hati atas informasi yang mengatasnamakan bank bri dan  ,kontakBRI,Cigna
2022-10-04 07:27:13+00:00, hai sobat bri bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife dapat diinformasikan melalui dm jenis asuransi yang dimaksud  ,BANKBRI_ID,Cigna
2022-10-03 12:01:16+00:00, hai sobat bri kami informasikan bri bekerjasama dengan beberapa asuransi seperti cigna brilife dan sequislife dapat diinformasikan asuransi apa yang dimaksud melalui dm  ,kontakBRI,Cigna
2022-10-03 10:40:15+00:00, untuk pembatalan asuransi silakan dapat menghubungi call center asuransi cigna    ya fyi akun resmi media sosial bri hanya yang ada centang birunya verified tks lily,BANKBRI_ID,Cigna
2022-10-03 10:27:39+00:00, asuransi tersebut akan secara otomatis memotong saldo rekening ya untuk informasi lengkap terkait produk asuransi tersebut silakan menghubungi call center asuransi cigna    just info akun resmi bri yang terdapat centang biru verified dan  ,BANKBRI_ID,Cigna
2022-10-03 10:05:56+00:00, bri tidak berkenan ketika dihubungi maka mohon diabaikan saja untuk informasi lengkap terkait produk asuransi tersebut silakan menghubungi call center asuransi cigna    transaksi lebih praktis dengan tarik tunai tanpa kartu di mesin atm bri  ,BANKBRI_ID,Cigna
2022-10-03 10:05:40+00:00, hai sobat bri bank bri memiliki beberapa jenis asuransi yang sudah bekerja sama seperti cigna sequislife dan brilife telepro sehat optima adalah benar salah satu program dari asuransi cigna ya untuk asuransi tersebut bersifat penawaran apabila sobat  ,BANKBRI_ID,Cigna
2022-09-27 23:44:58+00:00, hai sobat bri terkait asuransi bersifat penawaran jika nasabah menyetujui untuk mengikuti asuransi maka akan diikutsertakan ke asuransi tersebut guna pengecekan silakan konfirmasi kembali ke pihak asuransi cigna di nomor   ,kontakBRI,Cigna
2022-09-27 15:27:06+00:00, punten di awal tiba tiba ada potongan asuransi udah ke cabang permohonan di berhentikan tapi harus langsung ke cigna eh si cigna nya malah nahan nahan ko bri bisa collab sama asuransi begituan ,NovaBagja,Cigna
2022-09-25 01:52:16+00:00, hai sobat bri bank bri memiliki beberapa kerja sama dengan perusahan asuransi seperti cigna sequislife dan brilife jika tidak berminat pada program asuransi yang ditawarkan silakan konfirmasi pada pihak asuransi terkait  ,kontakBRI,Cigna
2022-09-22 04:22:14+00:00, untuk informasi pembatalan autodebit asuransi silakan menghubungi call center cigna di nomor  pada hari dan jam kerja ya  ,BANKBRI_ID,Cigna
2022-09-22 03:58:17+00:00, asuransi dari cigna apa bisa dibatalkan untuk polis asuransi ,antarasemesta,Cigna
2022-09-22 03:57:30+00:00, hai sobat bri bank bri senantiasa menjaga kerahasiaan data perbankan nasabah saat ini bank bri bekerjasama dengan beberapa asuransi seperti cigna sequislife dan brilife guna pengecekan dapat dipastikan asuransi apa yang ditawarkan tks una,BANKBRI_ID,Cigna
2022-09-20 16:41:55+00:00, bank bri memiliki beberapa kerjasama dengan perusahaan asuransi seperti cigna sequislife dan brilife apabila rekening yang dimiliki britama atau kartu kredit yang dimiliki mastercard atau visa maka nasabah akan berkesempatan dihubungi guna penawaran asuransi  ,BANKBRI_ID,Cigna
2022-09-19 10:11:17+00:00, bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife jika tidak berminat pada program asuransi yang ditawarkan silakan dapat diabaikan ya  ,BANKBRI_ID,Cigna
2022-09-19 09:32:30+00:00, hai sobat bri bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife apakah sobat bri dihubungi oleh salah satu asuransi tersebut tks bevi,kontakBRI,Cigna
2022-09-16 20:53:29+00:00, hai sobat bri dapat kami informasikan bank bri bekerja sama dengan beberapa perusahaan asuransi apabila sobat bri memiliki rekening britama maka akan diberikan kesempatan dihubungi terkait penawaran asuransi cigna ya kami sarankan sobat bri konfirmasi kepihak  ,BANKBRI_ID,Cigna
2022-09-16 20:12:01+00:00,seminggu lalu ada telp dari seorang mengatakan bawa nomor rek britama saya jadi nasabah prioritas ternyata doxing dari asuransi dan memotong saldo rek sy jelas sangat biadab ulah nya cc ,youdhie44,Cigna
2022-09-16 09:50:22+00:00, bank bri memiliki beberapa kerja sama dengan perusahaan asuransi seperti cigna sequislife dan brilife jika dihubungi oleh salah satu pihak asuransi tersebut dan sobat bri berminat dengan program yang ditawarkan silakan hubungi pihak asuransi  ,kontakBRI,Cigna
2022-09-16 00:32:34+00:00,asuransi cigna ragam produk manfaat cara beli dan prosedur klaimnya  t co rdeuxmlk  t co ezhzcjhe,cermati_ID,Cigna
2022-09-11 08:01:49+00:00, kami informasikan bank bri bekerja sama dengan beberapa perusahaan asuransi yaitu cigna brilife dan sequislife untuk pembatalan silakan menghubungi pihak asuransi terdaftar tks ulfa,kontakBRI,Cigna
2022-09-10 12:01:30+00:00, data saya dipake asuransi min ini min banyak korbannya juga saldo rekening kepotong rp  saya sudah meminta nonaktifkan tapi di buat ribet sampai saat ini tidak ada konfirmasi dari pihak asuransi  t co ybgodswewt,MyDisability_,Cigna
2022-09-09 07:20:38+00:00, hai sobat bri jika dihubungi oleh asuransi cigna yang bekerja sama dengan bri silakan konfirmasi ke asuransi cigna di nomor  untuk memberhentikan asuransi tersebut saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi brimo di mesin atm bri  ,kontakBRI,Cigna
2022-09-09 07:16:17+00:00, hai sobat bri jika dihubungi oleh asuransi cigna yang bekerja sama dengan bri silakan konfirmasi ke pihak asuransi cigna di nomor  untuk memberhentikan asuransi tersebut saat ini tarik tunai tanpa kartu bisa menggunakan aplikasi brimo di mesin atm bri  ,BANKBRI_ID,Cigna
2022-09-06 04:29:51+00:00, hai sobat bri tidak perlu khawatir kami informasikan bank bri sudah bekerja sama dengan asuransi cigna ya untuk informasi mengenai asuransi cigna dapat menghubungi nomor telepon     ,kontakBRI,Cigna
2022-09-06 04:15:40+00:00, menjaga data pribadi kok asuransi cigna tau detail sampe alamat no hp dan tempat tanggal lahir,bukansiapa2dong,Cigna
2022-09-06 01:24:48+00:00, mohon maaf atas ketidaknyamanan yg bpk ibu pelanggan alami apabila yg dimaksud bpk ibu melakukan pergantian kartu kredit untuk pencetakan kartu kredit bca pada umumnya adalah  hari kerja dan akan dikirimkan   hari kerja ya untuk pembatalan asuransi cigna   shani,HaloBCA,Cigna
2022-09-06 01:21:52+00:00,halo dari proses cetak cc sampai cc diterima berapa lama ya sudah seminggu stuck dicetak cc saya perlu nomor cc untuk pembatalan asuransi ,dreamitb2uty,Cigna
2022-09-05 13:10:31+00:00, hai sobat bri kami bantu pengecekan dari nomor telepon yang diinformasikan berbeda dengan nomor asuransi yang berkerjasama dengan bank bri yaitu cigna dan brilife sequislife namun asuransi bersifat opsional jika berkenan dapat mengikutinya  ,BANKBRI_ID,Cigna
2022-09-05 12:58:52+00:00, yaitu cigna dan brilife sequislife namun asuransi bersifat opsional jika berkenan dapat mengikutinya hati hati terhadap akun palsu amp indikasi penipuan pastikan tidak menginformasikan data seperti nomor kartu pin m token kode cvc exp date kartu  ,BANKBRI_ID,Cigna
2022-09-05 12:58:37+00:00, hai sobat bri kami informasikan perusahaan asuransi yang bekerjasama dengan bank bri yaitu cigna dan brilife sequislife ya kami bantu pengecekan dari nomor telepon yang diinformasikan berbeda dengan nomor asuransi yang berkerjasama dengan bank bri  ,BANKBRI_ID,Cigna
2022-09-03 13:38:14+00:00,ini asuransi cigna bangke bgt telpon mulu gue gadaftar padahal ini keknya dari member mapclub ini tuh ,Ambararrum,Cigna
2022-09-02 11:46:52+00:00, saya tidak pernah apply asuransi ini kenapa ada polis dikirim ke rumah ya cara pembatalan bagaimana ,dreamitb2uty,Cigna
2022-09-02 11:46:37+00:00, mohon maaf atas ketidaknyamanannya terkait asuransi cigna apabila terdaftar pada kartu kredit mohon kesediaan bapak ibu untuk menghubungi layanan halo bca  untuk pengecekan lebih lanjut karena membutuhkan proses verifikasi data melalui telepon sebagai   pallefi,HaloBCA,Cigna
2022-09-02 11:43:54+00:00, min saya tidak ada daftar asuransi cigna tapi kenapa dapat polis ya ,dreamitb2uty,Cigna
2022-09-01 17:33:44+00:00, halo ka sorry ganggu aku boleh minta tolong dm aku ada yg mau akau tnya kendala asuransi cigna ,thv1793,Cigna
2022-09-01 10:24:48+00:00,galaaaa yg tadi nawarin gw produk asuransi cigna gw lupa benefit nya apa aja maju mundur anjir mau batalin,thv1793,Cigna
2022-08-27 03:52:30+00:00,ternyata pernah ada kasus yg sama dg saya fix sih saya mau cancel semua polis saya di asuransi ini,prassalli,Cigna
2022-08-27 03:03:24+00:00,cerita saya di rampo asuransi bag  saya print dan isi form pembatalan lalu kirim boro uang saya yang rb kembali malah hari ini selang  minggu dari perampokan pertama cc saya di autodebit lagi sebesar rb jd total rb asuransi cigna merampok saya,prassalli,Cigna
2022-08-27 03:01:00+00:00,cerita saya di rampok asuransi bag  kebetulan telemarkeitngnha tlp saya minta asuransi jebakan ini di cancel lalu saya disuruh tlp ke  lalu saya tlp dan mrk kirim email form cancellation dan disuruh isi dan kirim ke mereka,prassalli,Cigna
2022-08-27 02:59:12+00:00,cerita saya dirampok bag  setelah tutup telp ada notif sms dari kartu kredit utk transaksi autodebit sebesar rb krn hari itu hari sabtu saya tdk bs tlp ke  krn libur hr senin saya di tlp lagi oleh telemarketing utk polis asuransi jebakan ini lanjut ,prassalli,Cigna
2022-08-27 02:56:36+00:00,cerita di rampok asuransi bag   agt  saya di tlp telemarketing dalam kondisi saya sedang buru suara tlp yang mendem dan tidak terdengar jelas saya pikir ini adalah proses lanjutan mengenai asuransi cigna saya aebelumnya ternyata nawarin produk baru lanjut ,prassalli,Cigna
2022-08-27 02:54:09+00:00,cerita saya di rampok oleh asuransi bag  awal agustus  saya join asuransi cigna dengan premi rb bulan lalu tgl  agt di tlp lagi oleh telemarketing dengan siara tlp mendem dan dlm kondisi saya buru dengan bahasa jebakan lanjut part ,prassalli,Cigna
